Dealer Code,Dealer Name,Dealer Type,Lat,Long,Distance,Company,Address,City,Email,Phone,Fax,SMS
DD131E1,Planet Honda ,Showroom,28.96612,79.4148,NA,Karan Ashok Auto Pvt. Ltd.,Kichha Bypass Road Teenapni Rudrapur Uttarakhand 263153,RUDRAPUR,sales.rudrapur@planethonda.co.in,7500240039,NA, SMS Address
DD325A,Vivan Honda ,Extended Outlet Showroom,26.46977,74.6395,NA,Goyal Authouse (INDIA) Pvt. Ltd.,"260 / 4 Neeti Marg , Jaipur Road , Ajmer 305001 ",AJMER,salesmanager@vivanhonda.com,7414012351,NA, SMS Address
DD231E1,Shubh Honda ,Extended Outlet Showroom & Workshop,21.0987,81.0453,NA,Karancity Automobiles Pvt Ltd,"Beside Mansukhal Petrol Pump,Rajnandgaon,Chattisgarh-491441",RAJNANDGAON,salesmanager.bhilai@shubhhonda.com,7024152827,NA, SMS Address
DD160,Capital Honda ,Showroom,11.89468,79.80283,NA,Aadit Auto Company Pvt.Ltd,"No:43,Cuddalore Main Road,Ariyankuppam,Pondicherry - 605007",PUDUCHERRY,sm.pondy@capitalhonda.in sqm.pondy@capitalhonda.in,"9940313725, 9840076920",NA, SMS Address
DD341,Axon Honda ,Showroom & Workshop,28.52431,77.29161,NA,AXON AUTOMOTIVES PVT. LTD.,"A-27, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi - 110044",DELHI,salesdelhi@axonhonda.com sqmdelhi@axonhonda.com servicedelhi@axonhonda.com crmdelhi@axonhonda.com sparesdelhi@axonhonda.com,"7428496151, 7428499903, 7428499902, 7428499906, 011-40726500",NA, SMS Address
DD350,Dakshin Honda ,Showroom & Workshop,12.936,77.5161,NA,Elite Automobiles Pvt Ltd,"Survey #: 18/1B, 18/1C, 3rd Block Patrapalya Nayandahalli Village Near Rajarajeshwari Nagar ARCH Bangalore - 5600399",BANGALORE,salesmanager.mysrd@dakshinhonda.com,9731265103,NA, SMS Address
DD312E1,Galaxy Honda ,Showroom,31.51996,75.88416,NA,G.S Autoworld Pvt Ltd.,"Near ITI ,Jalandhar Road ,Hoshiarpur-146001",HOSHIARPUR,sales.hsp@galaxyhonda.in sqm@galaxyhonda.in service@galaxyhonda.in crm@galaxyhonda.in,"8558844994, 8558844950, 8558844969, 8558844968, 8558844993, 9781097810",NA, SMS Address
DD029E1,Sundaram Honda ,Extended Outlet Showroom & Workshop,16.69779,81.0696,NA,M/S TV Sundaram Iyyengar Sons Pvt. Ltd. ,"SVY:238,BESIDE QUES&BALLS,NEAR KRANTHI KALYANA VEDIKA,MINI BY PASS ROAD,VATLURU,ELURU-534007",ELURU,honsalmgr_elu@sundarammotors.com,"8886680960, 9652433433",NA, SMS Address
DD003E2,Prestige Honda ,Extended Outlet Showroom & Workshop,30.92229,76.54208,NA,M/s Lally Motors Pvt. LTD.,"VPO Rangilpur, Ropar-CHD Road, Ropar-140108",RUPNAGAR,smropar@lallymotors.net salesropar@lallymotors.net crm@lallymotors.net,"8727872848, 01881-501777, 9779166006, 9878797788, 8264429679, 9878797788",NA, SMS Address
DD351,Artha Honda ,Showroom & Workshop,12.87773,74.84904,NA,Arrta Motors Private Limited ,"Artha Honda, United Towers, Kadri Road, Mangalore - 575003 ",MANGALORE,spares@arthahonda.comsales@arthahonda.comcrmsales@arthahonda.comgmservice@arthahonda.comservice@arthahonda.com,"9606965268, +91-824-40100000, 9606965270, 9606965275, 9606965260, 9606965267",NA, SMS Address
DD257A,Tristar Honda ,Workshop,26.85289,75.82957,NA,PL CARS PVT.LTD.,"PLOT NO.28,AB,NEAR APEX HOSPITAL,MALVIYA INDUSTRIAL AREA, MALVIYA NAGAR, JAIPUR, RAJ. 302017",JAIPUR,service@tristarhonda.com crm@tristarhonda.com,"9116040053, 9116040051",NA, SMS Address
DD354,Himalayan Honda ,Showroom & Workshop,31.09545,77.31699,NA,HIMALAYAN MOTORS PVT. LTD.,Kanlog Bye Pass Road Khalini Shimla (H.P) 171001,SHIMLA,partsshimla@himalayanhonda.com salesshimla@himalayanhonda.com crmshimla@himalayanhonda.com serviceshimla@himalayanhonda.com,"88947-17700, 88947-17703, 88947-17702, 0177-2674900, 82198-16785",NA, SMS Address
DD355,Himalayan Honda ,Showroom & Workshop,30.8954,77.0557,NA,HIMALAYAN MOTORS PVT LTD.,"MAUZA KHALI, KUMARHATTI-BAROG-SOLAN ROAD KUMARHATTI, SOLAN(H.P)173229",SOLAN,salessolan@himalayanhonda.com crmsolan@himalayanhonda.com servicesolan@himalayanhonda.com partssolan@himalayanhonda.com,"8894718001, 8894718004, 8894718003, 01792-266057, 8894228827",NA, SMS Address
